TI-AFEXXXX,,2/16/2022,
GRE-DC_Time,GRE-DC_Value,GRE-AMB_Time,GRE-AMB_Value
37.28515625,-0.423159599,37.28515625,-0.649703407
37.29492188,-0.4236763,37.29492188,-0.664877129
37.3046875,-0.423508072,37.3046875,-0.676288605
37.31445313,-0.423824501,37.31445313,-0.686263847
37.32421875,-0.423839378,37.32421875,-0.69622364
37.33398438,-0.424033356,37.33398438,-0.70569706
37.34375,-0.424091721,37.34375,-0.716293144
37.35351563,-0.424185562,37.35351563,-0.727887154
37.36328125,-0.424262238,37.36328125,-0.740875053
37.37304688,-0.424376106,37.37304688,-0.755018234
37.3828125,-0.424538612,37.3828125,-0.766701508
37.39257813,-0.424595833,37.39257813,-0.777854919
37.40234375,-0.424716568,37.40234375,-0.786746407
37.41210938,-0.42480526,37.41210938,-0.79171257
37.421875,-0.424908257,37.421875,-0.796029854
37.43164063,-0.424712563,37.43164063,-0.796808052
37.44140625,-0.42478981,37.44140625,-0.797671509
37.45117188,-0.424851036,37.45117188,-0.798648834
37.4609375,-0.424864769,37.4609375,-0.800790596
37.47070313,-0.424923134,37.47070313,-0.798226547
37.48046875,-0.424773216,37.48046875,-0.798223114
37.49023438,-0.424617004,37.49023438,-0.79881134
37.5,-0.424920845,37.5,-0.799962616
37.50976563,-0.424900818,37.50976563,-0.800597191
37.51953125,-0.42491169,37.51953125,-0.801866341
37.52929688,-0.424754333,37.52929688,-0.803300858
37.5390625,-0.424821281,37.5390625,-0.80369339
37.54882813,-0.42504158,37.54882813,-0.806296921
37.55859375,-0.424744034,37.55859375,-0.806347275
37.56835938,-0.424770355,37.56835938,-0.806874275
37.578125,-0.425069046,37.578125,-0.808128548
37.58789063,-0.424881935,37.58789063,-0.810046005
37.59765625,-0.425015259,37.59765625,-0.810626221
37.60742188,-0.425118256,37.60742188,-0.81199894
37.6171875,-0.424730301,37.6171875,-0.812949944
37.62695313,-0.425091934,37.62695313,-0.814189911
37.63671875,-0.424836159,37.63671875,-0.813011742
37.64648438,-0.425188065,37.64648438,-0.815499115
37.65625,-0.425196648,37.65625,-0.814669991
37.66601563,-0.425002098,37.66601563,-0.813333321
37.67578125,-0.424995804,37.67578125,-0.814191055
37.68554688,-0.424941444,37.68554688,-0.816158867
37.6953125,-0.424947739,37.6953125,-0.818799591
37.70507813,-0.424770927,37.70507813,-0.819314003
37.71484375,-0.425169754,37.71484375,-0.82327652
37.72460938,-0.42504673,37.72460938,-0.825630569
37.734375,-0.425102234,37.734375,-0.827471352
37.74414063,-0.425133705,37.74414063,-0.828591156
37.75390625,-0.425285339,37.75390625,-0.829274368
37.76367188,-0.425095367,37.76367188,-0.831788063
37.7734375,-0.425205803,37.7734375,-0.832876396
37.78320313,-0.425289345,37.78320313,-0.833909225
37.79296875,-0.425184631,37.79296875,-0.835134888
37.80273438,-0.425024414,37.80273438,-0.835733986
37.8125,-0.425011253,37.8125,-0.836071587
37.82226563,-0.425272179,37.82226563,-0.838354683
37.83203125,-0.425403214,37.83203125,-0.839618683
37.84179688,-0.425229263,37.84179688,-0.840870094
37.8515625,-0.425024414,37.8515625,-0.842993546
37.86132813,-0.425138855,37.86132813,-0.843977737
37.87109375,-0.425212097,37.87109375,-0.845703506
37.88085938,-0.425155449,37.88085938,-0.847408676
37.890625,-0.425336266,37.890625,-0.849139595
37.90039063,-0.425483322,37.90039063,-0.850488281
37.91015625,-0.425286484,37.91015625,-0.852056122
37.91992188,-0.42521553,37.91992188,-0.854151535
37.9296875,-0.42537632,37.9296875,-0.853804779
37.93945313,-0.425340271,37.93945313,-0.854589272
37.94921875,-0.425386047,37.94921875,-0.856084442
37.95898438,-0.425497627,37.95898438,-0.855839539
37.96875,-0.42534771,37.96875,-0.856859779
37.97851563,-0.425420952,37.97851563,-0.85659256
37.98828125,-0.425432396,37.98828125,-0.85596714
37.99804688,-0.425260162,37.99804688,-0.856397438
38.0078125,-0.425422096,38.0078125,-0.854584122
38.01757813,-0.425392342,38.01757813,-0.852005196
38.02734375,-0.425071907,38.02734375,-0.85093689
38.03710938,-0.425278473,38.03710938,-0.848929024
38.046875,-0.425239563,38.046875,-0.845681763
38.05664063,-0.425130272,38.05664063,-0.841375923
38.06640625,-0.425122261,38.06640625,-0.836798286
38.07617188,-0.425225258,38.07617188,-0.833035469
38.0859375,-0.42482872,38.0859375,-0.828414345
38.09570313,-0.425064468,38.09570313,-0.825556755
38.10546875,-0.424999809,38.10546875,-0.821866608
38.11523438,-0.425188637,38.11523438,-0.819376945
38.125,-0.424889374,38.125,-0.817181396
38.13476563,-0.424996376,38.13476563,-0.814668846
38.14453125,-0.424907112,38.14453125,-0.809971046
38.15429688,-0.424789238,38.15429688,-0.808200645
38.1640625,-0.424729156,38.1640625,-0.805083275
38.17382813,-0.424829865,38.17382813,-0.801688385
38.18359375,-0.42499752,38.18359375,-0.797525024
38.19335938,-0.424448776,38.19335938,-0.79499588
38.203125,-0.424841881,38.203125,-0.793632317
38.21289063,-0.424501419,38.21289063,-0.79142704
38.22265625,-0.424774361,38.22265625,-0.789038658
38.23242188,-0.424671936,38.23242188,-0.789427757
38.2421875,-0.424586678,38.2421875,-0.787248802
38.25195313,-0.424704552,38.25195313,-0.787532043
38.26171875,-0.424547768,38.26171875,-0.788084793
38.27148438,-0.424591255,38.27148438,-0.787228203
38.28125,-0.424687386,38.28125,-0.787916565
38.29101563,-0.424546623,38.29101563,-0.788346863
38.30078125,-0.424716568,38.30078125,-0.789834023
38.31054688,-0.424788094,38.31054688,-0.791915131
38.3203125,-0.42458725,38.3203125,-0.792475319
38.33007813,-0.424734306,38.33007813,-0.795339203
38.33984375,-0.424850464,38.33984375,-0.798310089
38.34960938,-0.424793816,38.34960938,-0.798905182
38.359375,-0.424800682,38.359375,-0.801219749
38.36914063,-0.424861908,38.36914063,-0.801068687
38.37890625,-0.424787521,38.37890625,-0.801603127
38.38867188,-0.424766922,38.38867188,-0.801698112
38.3984375,-0.424851036,38.3984375,-0.800727081
38.40820313,-0.424770355,38.40820313,-0.800760269
38.41796875,-0.42478466,38.41796875,-0.800075912
38.42773438,-0.424799538,38.42773438,-0.798405075
38.4375,-0.424781227,38.4375,-0.797705269
38.44726563,-0.42485218,38.44726563,-0.797559929
38.45703125,-0.424789238,38.45703125,-0.796899033
38.46679688,-0.424767494,38.46679688,-0.796850967
38.4765625,-0.424762344,38.4765625,-0.797107315
38.48632813,-0.424746895,38.48632813,-0.796899033
38.49609375,-0.424655342,38.49609375,-0.795751762
38.50585938,-0.424896812,38.50585938,-0.795534897
38.515625,-0.424571228,38.515625,-0.794664001
38.52539063,-0.424800682,38.52539063,-0.793799973
38.53515625,-0.424745178,38.53515625,-0.791760063
38.54492188,-0.424760628,38.54492188,-0.791813278
38.5546875,-0.42462101,38.5546875,-0.790310669
38.56445313,-0.424683952,38.56445313,-0.789873505
38.57421875,-0.424709702,38.57421875,-0.787863922
38.58398438,-0.424749184,38.58398438,-0.786513519
38.59375,-0.424879646,38.59375,-0.786242867
38.60351563,-0.424433327,38.60351563,-0.785191154
38.61328125,-0.424572372,38.61328125,-0.785581398
38.62304688,-0.424798965,38.62304688,-0.784318542
38.6328125,-0.424559784,38.6328125,-0.783038521
38.64257813,-0.424636459,38.64257813,-0.783574677
38.65234375,-0.424840736,38.65234375,-0.784259605
38.66210938,-0.424705124,38.66210938,-0.78201828
38.671875,-0.424650764,38.671875,-0.781246376
38.68164063,-0.424562645,38.68164063,-0.781512451
38.69140625,-0.424655914,38.69140625,-0.781351662
38.70117188,-0.424598694,38.70117188,-0.780235863
38.7109375,-0.424550056,38.7109375,-0.780966568
38.72070313,-0.424554634,38.72070313,-0.779950333
38.73046875,-0.424691391,38.73046875,-0.781934166
38.74023438,-0.424745178,38.74023438,-0.781114197
38.75,-0.424681664,38.75,-0.78145752
38.75976563,-0.424739456,38.75976563,-0.78186779
38.76953125,-0.42492485,38.76953125,-0.78195076
38.77929688,-0.424598694,38.77929688,-0.782369614
38.7890625,-0.424733162,38.7890625,-0.783338928
38.79882813,-0.424637604,38.79882813,-0.784486198
38.80859375,-0.424476814,38.80859375,-0.784879875
38.81835938,-0.424635887,38.81835938,-0.785599709
38.828125,-0.424508858,38.828125,-0.786500359
38.83789063,-0.424453354,38.83789063,-0.786475754
38.84765625,-0.424709702,38.84765625,-0.786833382
38.85742188,-0.424746323,38.85742188,-0.785428047
38.8671875,-0.424896812,38.8671875,-0.78392086
38.87695313,-0.424383545,38.87695313,-0.783421898
38.88671875,-0.424853325,38.88671875,-0.780414963
38.89648438,-0.424502563,38.89648438,-0.777252388
38.90625,-0.424572945,38.90625,-0.774049187
38.91601563,-0.424459076,38.91601563,-0.772187805
38.92578125,-0.424488831,38.92578125,-0.76776123
38.93554688,-0.424415016,38.93554688,-0.765113068
38.9453125,-0.424327469,38.9453125,-0.760241318
38.95507813,-0.424334908,38.95507813,-0.75671711
38.96484375,-0.42453289,38.96484375,-0.751891708
38.97460938,-0.424288559,38.97460938,-0.747532082
38.984375,-0.42417469,38.984375,-0.742596245
38.99414063,-0.424231339,38.99414063,-0.737793732
39.00390625,-0.424183846,39.00390625,-0.732156372
39.01367188,-0.424114037,39.01367188,-0.727215958
39.0234375,-0.424040222,39.0234375,-0.72267952
39.03320313,-0.423830223,39.03320313,-0.715991592
39.04296875,-0.424040794,39.04296875,-0.71157589
39.05273438,-0.42396698,39.05273438,-0.705554008
39.0625,-0.42378788,39.0625,-0.701573753
39.07226563,-0.423755836,39.07226563,-0.697093964
39.08203125,-0.423677444,39.08203125,-0.690691566
39.09179688,-0.423676872,39.09179688,-0.687214279
39.1015625,-0.423605919,39.1015625,-0.682419777
39.11132813,-0.423472023,39.11132813,-0.676898575
39.12109375,-0.423749542,39.12109375,-0.673693657
39.13085938,-0.423426819,39.13085938,-0.668401909
39.140625,-0.423288918,39.140625,-0.661696815
39.15039063,-0.423501778,39.15039063,-0.658050728
39.16015625,-0.423099518,39.16015625,-0.653128052
39.16992188,-0.423373604,39.16992188,-0.647721291
39.1796875,-0.423041153,39.1796875,-0.643043518
39.18945313,-0.423048019,39.18945313,-0.63945179
39.19921875,-0.423264313,39.19921875,-0.633740616
39.20898438,-0.423248291,39.20898438,-0.630277061
39.21875,-0.423072624,39.21875,-0.626350594
39.22851563,-0.422998238,39.22851563,-0.621172714
39.23828125,-0.423127556,39.23828125,-0.61770401
39.24804688,-0.422686958,39.24804688,-0.613364983
39.2578125,-0.422889519,39.2578125,-0.609067726
39.26757813,-0.422911263,39.26757813,-0.605548096
39.27734375,-0.422910118,39.27734375,-0.600781059
39.28710938,-0.422733879,39.28710938,-0.598133469
39.296875,-0.422623444,39.296875,-0.595137405
39.30664063,-0.422800255,39.30664063,-0.592634583
39.31640625,-0.42271328,39.31640625,-0.591162872
39.32617188,-0.422599411,39.32617188,-0.586758614
39.3359375,-0.422896957,39.3359375,-0.584109879
39.34570313,-0.422878647,39.34570313,-0.582756615
39.35546875,-0.422840881,39.35546875,-0.581042862
39.36523438,-0.422690392,39.36523438,-0.579524803
39.375,-0.422542191,39.375,-0.578213882
39.38476563,-0.422689247,39.38476563,-0.577167892
39.39453125,-0.422748756,39.39453125,-0.575556564
39.40429688,-0.422514725,39.40429688,-0.572725296
39.4140625,-0.422783089,39.4140625,-0.571933937
39.42382813,-0.422478676,39.42382813,-0.570625305
39.43359375,-0.422470665,39.43359375,-0.569115257
39.44335938,-0.42246666,39.44335938,-0.56441288
39.453125,-0.422444344,39.453125,-0.56286335
39.46289063,-0.422462654,39.46289063,-0.559555435
39.47265625,-0.422293282,39.47265625,-0.555091095
39.48242188,-0.422288704,39.48242188,-0.551541138
39.4921875,-0.422496986,39.4921875,-0.549225998
39.50195313,-0.422308159,39.50195313,-0.545890045
39.51171875,-0.422060966,39.51171875,-0.542019081
39.52148438,-0.422165108,39.52148438,-0.536691284
39.53125,-0.422008896,39.53125,-0.532569695
39.54101563,-0.422203445,39.54101563,-0.528543091
39.55078125,-0.4222229,39.55078125,-0.525502396
39.56054688,-0.422183418,39.56054688,-0.519163513
39.5703125,-0.421956253,39.5703125,-0.514908028
39.58007813,-0.421987724,39.58007813,-0.509224319
39.58984375,-0.421985435,39.58984375,-0.504953384
39.59960938,-0.421757698,39.59960938,-0.500518799
39.609375,-0.421850967,39.609375,-0.494803047
39.61914063,-0.421822929,39.61914063,-0.493459511
39.62890625,-0.421782875,39.62890625,-0.48770256
39.63867188,-0.421870995,39.63867188,-0.483825302
39.6484375,-0.421642685,39.6484375,-0.480301094
39.65820313,-0.421584892,39.65820313,-0.477862358
39.66796875,-0.421802902,39.66796875,-0.47522049
39.67773438,-0.421789742,39.67773438,-0.470615387
39.6875,-0.421581459,39.6875,-0.470995331
39.69726563,-0.421623802,39.69726563,-0.467679405
39.70703125,-0.421571159,39.70703125,-0.465105629
39.71679688,-0.421603203,39.71679688,-0.459871101
39.7265625,-0.421460152,39.7265625,-0.457671547
39.73632813,-0.421378326,39.73632813,-0.451957512
39.74609375,-0.421354294,39.74609375,-0.445803452
39.75585938,-0.421427536,39.75585938,-0.441791725
39.765625,-0.421345711,39.765625,-0.434462929
39.77539063,-0.421287918,39.77539063,-0.427370453
39.78515625,-0.420952034,39.78515625,-0.421708488
39.79492188,-0.421152306,39.79492188,-0.414056969
39.8046875,-0.420931435,39.8046875,-0.407545853
39.81445313,-0.420903969,39.81445313,-0.400488281
39.82421875,-0.421043587,39.82421875,-0.3935606
39.83398438,-0.420528603,39.83398438,-0.383564758
39.84375,-0.420616722,39.84375,-0.376903725
39.85351563,-0.420421028,39.85351563,-0.368538666
39.86328125,-0.4204216,39.86328125,-0.361005592
39.87304688,-0.420592117,39.87304688,-0.351587105
39.8828125,-0.420296288,39.8828125,-0.345585823
39.89257813,-0.420412445,39.89257813,-0.336912918
39.90234375,-0.420265388,39.90234375,-0.328722382
39.91210938,-0.41992836,39.91210938,-0.320494652
39.921875,-0.419971275,39.921875,-0.313180733
39.93164063,-0.419903183,39.93164063,-0.306448746
39.94140625,-0.41967144,39.94140625,-0.298589516
39.95117188,-0.419843674,39.95117188,-0.291534233
39.9609375,-0.419646263,39.9609375,-0.285724068
39.97070313,-0.419697189,39.97070313,-0.278100014
39.98046875,-0.419809341,39.98046875,-0.272086143
39.99023438,-0.419648552,39.99023438,-0.265668869
40,-0.419510078,40,-0.258782387
40.00976563,-0.419564438,40.00976563,-0.254418182
40.01953125,-0.419491768,40.01953125,-0.246834183
40.02929688,-0.419490051,40.02929688,-0.24193325
40.0390625,-0.419368744,40.0390625,-0.236475563
40.04882813,-0.41928463,40.04882813,-0.231805801
40.05859375,-0.419171906,40.05859375,-0.226461411
40.06835938,-0.419288063,40.06835938,-0.221197701
40.078125,-0.41902771,40.078125,-0.216539383
40.08789063,-0.418937874,40.08789063,-0.211390114
40.09765625,-0.419189072,40.09765625,-0.20527153
40.10742188,-0.418962479,40.10742188,-0.201303291
40.1171875,-0.418877792,40.1171875,-0.197395706
40.12695313,-0.418957329,40.12695313,-0.193196869
40.13671875,-0.419000816,40.13671875,-0.189689827
40.14648438,-0.418876076,40.14648438,-0.186413956
40.15625,-0.418722153,40.15625,-0.182081223
40.16601563,-0.418862343,40.16601563,-0.17989254
40.17578125,-0.418525314,40.17578125,-0.173344231
40.18554688,-0.41869812,40.18554688,-0.171827888
40.1953125,-0.41874218,40.1953125,-0.168997192
40.20507813,-0.418659782,40.20507813,-0.165356255
40.21484375,-0.418825722,40.21484375,-0.162482643
40.22460938,-0.418671799,40.22460938,-0.160406113
40.234375,-0.418556213,40.234375,-0.156300545
40.24414063,-0.418555069,40.24414063,-0.154815674
40.25390625,-0.418552208,40.25390625,-0.151836777
40.26367188,-0.418524742,40.26367188,-0.150056076
40.2734375,-0.418543625,40.2734375,-0.147994423
40.28320313,-0.418663216,40.28320313,-0.14521637
40.29296875,-0.418660927,40.29296875,-0.143572426
40.30273438,-0.418517876,40.30273438,-0.141438103
40.3125,-0.41849556,40.3125,-0.138482666
40.32226563,-0.418556786,40.32226563,-0.137938499
40.33203125,-0.418344498,40.33203125,-0.136444473
40.34179688,-0.418449783,40.34179688,-0.134434319
40.3515625,-0.418410301,40.3515625,-0.133081055
40.36132813,-0.418507004,40.36132813,-0.131713486
40.37109375,-0.418314171,40.37109375,-0.13013649
40.38085938,-0.418382835,40.38085938,-0.130042076
40.390625,-0.418421745,40.390625,-0.129957962
40.40039063,-0.418460655,40.40039063,-0.129317093
40.41015625,-0.418317032,40.41015625,-0.127285767
40.41992188,-0.418306732,40.41992188,-0.127458
40.4296875,-0.418512154,40.4296875,-0.12703228
40.43945313,-0.418411446,40.43945313,-0.126622009
40.44921875,-0.418062973,40.44921875,-0.126483536
40.45898438,-0.41829586,40.45898438,-0.125718498
40.46875,-0.418216324,40.46875,-0.124585533
40.47851563,-0.418472099,40.47851563,-0.12481842
40.48828125,-0.418105888,40.48828125,-0.125361443
40.49804688,-0.418318748,40.49804688,-0.126137924
40.5078125,-0.418263245,40.5078125,-0.12548275
40.51757813,-0.418424606,40.51757813,-0.125541115
40.52734375,-0.418266106,40.52734375,-0.126406288
40.53710938,-0.418292427,40.53710938,-0.12615509
40.546875,-0.418445206,40.546875,-0.126429749
40.55664063,-0.41832962,40.55664063,-0.124718285
40.56640625,-0.418435478,40.56640625,-0.12587986
40.57617188,-0.418266106,40.57617188,-0.128310013
40.5859375,-0.418442917,40.5859375,-0.127415085
40.59570313,-0.41826725,40.59570313,-0.12895546
40.60546875,-0.418281555,40.60546875,-0.127742958
40.61523438,-0.418211174,40.61523438,-0.127811623
40.625,-0.41869812,40.625,-0.130591393
40.63476563,-0.418197441,40.63476563,-0.132320023
40.64453125,-0.418492699,40.64453125,-0.133362007
40.65429688,-0.418119621,40.65429688,-0.134660912
40.6640625,-0.418623161,40.6640625,-0.135550117
40.67382813,-0.418453789,40.67382813,-0.136601257
40.68359375,-0.418523026,40.68359375,-0.138272667
40.69335938,-0.418408012,40.69335938,-0.138405418
40.703125,-0.418513298,40.703125,-0.137836647
40.71289063,-0.418380547,40.71289063,-0.138875771
40.72265625,-0.418389702,40.72265625,-0.137675285
40.73242188,-0.418388557,40.73242188,-0.13567028
40.7421875,-0.418292999,40.7421875,-0.132481384
40.75195313,-0.418604851,40.75195313,-0.130854034
40.76171875,-0.418346786,40.76171875,-0.127579308
40.77148438,-0.418284416,40.77148438,-0.125882721
40.78125,-0.418263817,40.78125,-0.121691322
40.79101563,-0.418298149,40.79101563,-0.119729805
40.80078125,-0.418066978,40.80078125,-0.115573311
40.81054688,-0.418018913,40.81054688,-0.113590622
40.8203125,-0.418282127,40.8203125,-0.11005497
40.83007813,-0.418231201,40.83007813,-0.107194519
40.83984375,-0.417893028,40.83984375,-0.105094528
40.84960938,-0.418027496,40.84960938,-0.101161194
40.859375,-0.417733955,40.859375,-0.097757721
40.86914063,-0.417788887,40.86914063,-0.095416832
40.87890625,-0.417935371,40.87890625,-0.09173584
40.88867188,-0.418003464,40.88867188,-0.088343811
40.8984375,-0.417814636,40.8984375,-0.085261917
40.90820313,-0.417824364,40.90820313,-0.084615898
40.91796875,-0.417929077,40.91796875,-0.081548882
40.92773438,-0.417742538,40.92773438,-0.078655243
40.9375,-0.417655563,40.9375,-0.075784492
40.94726563,-0.417722511,40.94726563,-0.074688721
40.95703125,-0.417718506,40.95703125,-0.073821831
40.96679688,-0.417661285,40.96679688,-0.072737503
40.9765625,-0.417673302,40.9765625,-0.069829559
40.98632813,-0.417707062,40.98632813,-0.068068886
40.99609375,-0.417759705,40.99609375,-0.065629578
41.00585938,-0.417658997,41.00585938,-0.065833282
41.015625,-0.417610931,41.015625,-0.062543106
41.02539063,-0.417543411,41.02539063,-0.061642456
41.03515625,-0.417745399,41.03515625,-0.059500122
41.04492188,-0.417773438,41.04492188,-0.056839943
41.0546875,-0.417625809,41.0546875,-0.055555344
41.06445313,-0.417603493,41.06445313,-0.052470589
41.07421875,-0.417602921,41.07421875,-0.051492119
41.08398438,-0.417639542,41.08398438,-0.050330544
41.09375,-0.417510796,41.09375,-0.049596977
41.10351563,-0.417422104,41.10351563,-0.047582817
41.11328125,-0.41755085,41.11328125,-0.046267319
41.12304688,-0.417385483,41.12304688,-0.043627739
41.1328125,-0.417520523,41.1328125,-0.042817497
41.14257813,-0.417500496,41.14257813,-0.041257668
41.15234375,-0.417633247,41.15234375,-0.039914131
41.16210938,-0.417490196,41.16210938,-0.040053177
41.171875,-0.4175354,41.171875,-0.039923859
41.18164063,-0.417379189,41.18164063,-0.0382164
41.19140625,-0.417493629,41.19140625,-0.038048744
41.20117188,-0.417432976,41.20117188,-0.037632179
41.2109375,-0.417650414,41.2109375,-0.039125061
41.22070313,-0.417242432,41.22070313,-0.038021278
41.23046875,-0.41751194,41.23046875,-0.037773514
41.24023438,-0.417481041,41.24023438,-0.037911987
41.25,-0.417482758,41.25,-0.037913704
41.25976563,-0.41723671,41.25976563,-0.039493561
41.26953125,-0.417493629,41.26953125,-0.037942314
41.27929688,-0.417482758,41.27929688,-0.038802338
41.2890625,-0.41759491,41.2890625,-0.039362526
41.29882813,-0.417404366,41.29882813,-0.039268684
41.30859375,-0.417519951,41.30859375,-0.04059391
41.31835938,-0.417601776,41.31835938,-0.039796257
41.328125,-0.417462158,41.328125,-0.040920067
41.33789063,-0.417308235,41.33789063,-0.042255592
41.34765625,-0.417324829,41.34765625,-0.044398499
41.35742188,-0.417582321,41.35742188,-0.044108391
41.3671875,-0.417532539,41.3671875,-0.043711853
41.37695313,-0.417537689,41.37695313,-0.045840454
41.38671875,-0.417539978,41.38671875,-0.047152519
41.39648438,-0.417576027,41.39648438,-0.048457146
41.40625,-0.417514229,41.40625,-0.048898315
41.41601563,-0.417438698,41.41601563,-0.050365448
41.42578125,-0.417074776,41.42578125,-0.051235771
41.43554688,-0.417481041,41.43554688,-0.052466011
41.4453125,-0.417329407,41.4453125,-0.053865623
41.45507813,-0.417609215,41.45507813,-0.054828072
41.46484375,-0.417581749,41.46484375,-0.057013321
41.47460938,-0.41749649,41.47460938,-0.058939934
41.484375,-0.417556,41.484375,-0.061976051
41.49414063,-0.417684746,41.49414063,-0.061771202
41.50390625,-0.417894173,41.50390625,-0.064033127
41.51367188,-0.417545128,41.51367188,-0.065356064
41.5234375,-0.417637825,41.5234375,-0.066558266
41.53320313,-0.417725945,41.53320313,-0.068512917
41.54296875,-0.417732239,41.54296875,-0.070323372
41.55273438,-0.417886734,41.55273438,-0.072368431
41.5625,-0.417610931,41.5625,-0.07407074
41.57226563,-0.41779232,41.57226563,-0.075937271
41.58203125,-0.417877007,41.58203125,-0.078643227
41.59179688,-0.417780876,41.59179688,-0.080752945
41.6015625,-0.417775726,41.6015625,-0.081726837
41.61132813,-0.418001175,41.61132813,-0.08452549
41.62109375,-0.417834663,41.62109375,-0.084415627
41.63085938,-0.417965126,41.63085938,-0.085445023
41.640625,-0.417776871,41.640625,-0.085036469
41.65039063,-0.417879295,41.65039063,-0.084938049
41.66015625,-0.417881012,41.66015625,-0.083831406
41.66992188,-0.417703629,41.66992188,-0.083728981
41.6796875,-0.417954826,41.6796875,-0.082444954
41.68945313,-0.417859268,41.68945313,-0.08081131
41.69921875,-0.417788315,41.69921875,-0.079476357
41.70898438,-0.418006897,41.70898438,-0.078295898
41.71875,-0.417822075,41.71875,-0.077552605
41.72851563,-0.417782021,41.72851563,-0.075088692
41.73828125,-0.417561722,41.73828125,-0.074284744
41.74804688,-0.417712784,41.74804688,-0.072881126
41.7578125,-0.41784153,41.7578125,-0.070476151
41.76757813,-0.417680168,41.76757813,-0.069855309
41.77734375,-0.417615509,41.77734375,-0.067444038
41.78710938,-0.41774826,41.78710938,-0.065748596
41.796875,-0.417764854,41.796875,-0.064822769
41.80664063,-0.417768288,41.80664063,-0.063610268
41.81640625,-0.417681885,41.81640625,-0.063313293
41.82617188,-0.417673874,41.82617188,-0.062029266
41.8359375,-0.417594337,41.8359375,-0.060559273
41.84570313,-0.417511368,41.84570313,-0.059260941
41.85546875,-0.417557144,41.85546875,-0.059264374
41.86523438,-0.417677879,41.86523438,-0.059430313
41.875,-0.417684746,41.875,-0.057619286
41.88476563,-0.417625809,41.88476563,-0.057798386
41.89453125,-0.417676163,41.89453125,-0.059120178
41.90429688,-0.417438126,41.90429688,-0.05650692
41.9140625,-0.41758461,41.9140625,-0.056295204
41.92382813,-0.417544556,41.92382813,-0.055134773
41.93359375,-0.417629814,41.93359375,-0.055800247
41.94335938,-0.417581177,41.94335938,-0.054417801
41.953125,-0.417542839,41.953125,-0.053530312
41.96289063,-0.417753983,41.96289063,-0.054048157
41.97265625,-0.417657852,41.97265625,-0.053508568
41.98242188,-0.417533684,41.98242188,-0.053326035
41.9921875,-0.417580605,41.9921875,-0.053124046
42.00195313,-0.417558861,42.00195313,-0.052286911
42.01171875,-0.417629242,42.01171875,-0.05151329
42.02148438,-0.417484474,42.02148438,-0.052935219
42.03125,-0.417650414,42.03125,-0.052319527
42.04101563,-0.41763382,42.04101563,-0.052194214
42.05078125,-0.417512512,42.05078125,-0.052253723
42.06054688,-0.417487907,42.06054688,-0.052137566
42.0703125,-0.417711639,42.0703125,-0.052685165
42.08007813,-0.417525673,42.08007813,-0.053758621
42.08984375,-0.417702484,42.08984375,-0.055890083
42.09960938,-0.41756115,42.09960938,-0.054654121
42.109375,-0.417720795,42.109375,-0.054717636
42.11914063,-0.417604065,42.11914063,-0.056332397
42.12890625,-0.417615509,42.12890625,-0.056279182
42.13867188,-0.417584038,42.13867188,-0.057370377
42.1484375,-0.417755127,42.1484375,-0.058226967
42.15820313,-0.417629814,42.15820313,-0.059949303
42.16796875,-0.417681313,42.16796875,-0.060193634
42.17773438,-0.417742538,42.17773438,-0.062363434
42.1875,-0.417462158,42.1875,-0.063490105
42.19726563,-0.417755699,42.19726563,-0.064727783
42.20703125,-0.417656136,42.20703125,-0.065594673
42.21679688,-0.417650414,42.21679688,-0.066741943
42.2265625,-0.417782593,42.2265625,-0.067688942
42.23632813,-0.417653847,42.23632813,-0.069410133
42.24609375,-0.417748833,42.24609375,-0.070678711
42.25585938,-0.417813492,42.25585938,-0.071076965
42.265625,-0.417882156,42.265625,-0.073346329
42.27539063,-0.417723656,42.27539063,-0.074819756
42.28515625,-0.417639542,42.28515625,-0.075453186
42.29492188,-0.417808342,42.29492188,-0.077942848
42.3046875,-0.417887878,42.3046875,-0.0784338
42.31445313,-0.417768288,42.31445313,-0.079715538
42.32421875,-0.417689896,42.32421875,-0.082766533
42.33398438,-0.418032074,42.33398438,-0.083921242
42.34375,-0.417747688,42.34375,-0.086799431
42.35351563,-0.417922211,42.35351563,-0.08800621
42.36328125,-0.418024635,42.36328125,-0.089294815
42.37304688,-0.418014908,42.37304688,-0.092015076
42.3828125,-0.418069839,42.3828125,-0.093110275
42.39257813,-0.41802063,42.39257813,-0.094784546
42.40234375,-0.417997742,42.40234375,-0.0971838
42.41210938,-0.41784668,42.41210938,-0.099161911
42.421875,-0.418009186,42.421875,-0.100020218
42.43164063,-0.418057823,42.43164063,-0.103402519
42.44140625,-0.418029213,42.44140625,-0.107319832
42.45117188,-0.418299866,42.45117188,-0.107910919
42.4609375,-0.418132782,42.4609375,-0.110616875
42.47070313,-0.418309021,42.47070313,-0.113803482
42.48046875,-0.41829586,42.48046875,-0.115135002
42.49023438,-0.418226051,42.49023438,-0.117530823
42.5,-0.418211174,42.5,-0.119277191
42.50976563,-0.418128204,42.50976563,-0.121703911
42.51953125,-0.418295288,42.51953125,-0.121305656
42.52929688,-0.418325615,42.52929688,-0.121906471
42.5390625,-0.418293571,42.5390625,-0.121029854
42.54882813,-0.418288422,42.54882813,-0.120379257
42.55859375,-0.418207169,42.55859375,-0.118639755
42.56835938,-0.418094444,42.56835938,-0.117483902
