,1/13/2021
Timestamp,cbt [mC]
1610556296,37103
1610556297,37103
1610556298,37103
1610556299,37103
1610556300,37103
1610556301,37103
1610556302,37103
1610556303,37103
1610556304,37103
1610556305,37103
1610556306,37103
1610556307,37103
1610556308,37103
1610556309,37103
1610556310,37103
1610556311,37103
1610556312,37103
1610556313,37103
1610556314,37098
1610556315,37098
1610556316,37098
1610556317,37098
1610556318,37098
1610556319,37098
1610556320,37098
1610556321,37098
1610556322,37098
1610556323,37098
1610556324,37098
1610556325,37098
1610556326,37098
1610556327,37098
1610556328,37098
1610556329,37098
1610556330,37098
1610556331,37098
1610556332,37098
1610556333,37098
1610556334,37098
1610556335,37098
1610556336,37098
1610556337,37098
1610556338,37098
1610556339,37098
1610556340,37098
1610556341,37098
1610556342,37098
1610556343,37098
1610556344,37098
1610556345,37098
1610556346,37098
1610556347,37098
1610556348,37098
1610556349,37098
1610556350,37098
1610556351,37098
1610556352,37098
1610556353,37098
1610556354,37098
1610556355,37098
1610556356,37098
1610556357,37098
1610556358,37098
1610556359,37098
1610556360,37098
1610556361,37098
1610556362,37098
1610556363,37098
1610556364,37098
1610556365,37098
1610556366,37098
1610556367,37098
1610556368,37098
1610556369,37098
1610556370,37098
1610556371,37098
1610556372,37098
1610556373,37098
1610556374,37092
1610556375,37092
1610556376,37092
1610556377,37092
1610556378,37092
1610556379,37092
1610556380,37092
1610556381,37092
1610556382,37092
1610556383,37092
1610556384,37092
1610556385,37092
1610556386,37092
1610556387,37092
1610556388,37092
1610556389,37092
1610556390,37092
1610556391,37092
1610556392,37092
1610556393,37092
1610556394,37092
1610556395,37092
1610556396,37092
1610556397,37092
1610556398,37092
1610556399,37092
1610556400,37092
1610556401,37092
1610556402,37092
1610556403,37092
1610556404,37092
1610556405,37092
1610556406,37092
1610556407,37092
1610556408,37092
1610556409,37092
1610556410,37092
1610556411,37092
1610556412,37092
1610556413,37092
1610556414,37092
1610556415,37094
1610556416,37094
1610556417,37094
1610556418,37094
1610556419,37094
1610556420,37094
1610556421,37094
1610556422,37094
1610556423,37094
1610556424,37094
1610556425,37094
1610556426,37094
1610556427,37094
1610556428,37094
1610556429,37094
1610556430,37094
1610556431,37094
1610556432,37094
1610556433,37094
1610556434,37094
1610556435,37094
1610556436,37094
1610556437,37094
1610556438,37094
1610556439,37094
1610556440,37094
1610556441,37094
1610556442,37094
1610556443,37094
1610556444,37094
1610556445,37094
1610556446,37094
1610556447,37093
1610556448,37093
1610556449,37093
1610556450,37093
1610556451,37093
1610556452,37093
1610556453,37093
1610556454,37093
1610556455,37093
1610556456,37093
1610556457,37093
1610556458,37093
1610556459,37093
1610556460,37093
1610556461,37093
1610556462,37093
1610556463,37093
1610556464,37093
1610556465,37093
1610556466,37093
1610556467,37093
1610556468,37093
1610556469,37093
1610556470,37093
1610556471,37093
1610556472,37093
1610556473,37093
1610556474,37093
1610556475,37093
1610556476,37093
1610556477,37093
1610556478,37093
1610556479,37093
1610556480,37093
1610556481,37093
1610556482,37093
1610556483,37093
1610556484,37093
1610556485,37093
1610556486,37093
1610556487,37093
1610556488,37093
1610556489,37093
1610556490,37093
1610556491,37093
1610556492,37093
1610556493,37093
1610556494,37088
1610556495,37088
1610556496,37088
1610556497,37088
1610556498,37088
1610556499,37088
1610556500,37088
1610556501,37088
1610556502,37088
1610556503,37088
1610556504,37088
1610556505,37088
1610556506,37088
1610556507,37088
1610556508,37088
1610556509,37088
1610556510,37088
1610556511,37088
1610556512,37088
1610556513,37088
1610556514,37088
1610556515,37088
1610556516,37088
1610556517,37088
1610556518,37088
1610556519,37088
1610556520,37088
1610556521,37088
1610556522,37088
1610556523,37088
1610556524,37088
1610556525,37088
1610556526,37088
1610556527,37088
1610556528,37088
1610556529,37088
1610556530,37088
1610556531,37088
1610556532,37088
1610556533,37088
1610556534,37089
1610556535,37089
1610556536,37089
1610556537,37089
1610556538,37089
1610556539,37089
1610556540,37089
1610556541,37089
1610556542,37089
1610556543,37089
1610556544,37089
1610556545,37089
1610556546,37089
1610556547,37089
1610556548,37089
1610556549,37089
1610556550,37089
1610556551,37089
1610556552,37089
1610556553,37089
1610556554,37089
1610556555,37089
1610556556,37089
1610556557,37089
1610556558,37089
1610556559,37089
1610556560,37089
1610556561,37089
1610556562,37089
1610556563,37089
1610556564,37089
1610556565,37089
1610556566,37089
1610556567,37089
1610556568,37089
1610556569,37089
1610556570,37089
1610556571,37089
1610556572,37089
1610556573,37089
1610556574,37089
1610556575,37089
1610556576,37089
1610556577,37089
1610556578,37088
1610556579,37088
1610556580,37088
1610556581,37088
1610556582,37088
1610556583,37088
1610556584,37088
1610556585,37088
1610556586,37088
1610556587,37088
1610556588,37088
1610556589,37088
1610556590,37088
1610556591,37088
1610556592,37088
1610556593,37088
1610556594,37088
1610556595,37088
1610556596,37088
1610556597,37088
1610556598,37088
1610556599,37088
1610556600,37088
1610556601,37088
1610556602,37088
1610556603,37088
1610556604,37088
1610556605,37088
1610556606,37088
1610556607,37088
1610556608,37088
1610556609,37088
1610556610,37088
1610556611,37088
1610556612,37088
1610556613,37088
1610556614,37088
1610556615,37088
1610556616,37088
1610556617,37088
1610556618,37088
1610556619,37088
1610556620,37088
1610556621,37088
1610556622,37088
1610556623,37088
1610556624,37088
1610556625,37088
1610556626,37088
1610556627,37088
1610556628,37088
1610556629,37088
1610556630,37088
1610556631,37088
1610556632,37088
1610556633,37088
1610556634,37088
1610556635,37088
1610556636,37088
1610556637,37088
1610556638,37088
1610556639,37088
1610556640,37088
1610556641,37088
1610556642,37088
1610556643,37088
1610556644,37088
1610556645,37088
1610556646,37088
1610556647,37088
1610556648,37088
1610556649,37088
1610556650,37088
1610556651,37088
1610556652,37088
1610556653,37088
1610556654,37088
1610556655,37088
1610556656,37088
1610556657,37088
1610556658,37088
1610556659,37088
1610556660,37088
1610556661,37088
1610556662,37088
1610556663,37088
1610556664,37088
1610556665,37088
1610556666,37088
1610556667,37088
1610556668,37088
1610556669,37088
1610556670,37088
1610556671,37088
1610556672,37088
1610556673,37088
1610556674,37088
1610556675,37088
1610556676,37088
1610556677,37089
1610556678,37089
1610556679,37089
1610556680,37089
1610556681,37089
1610556682,37089
1610556683,37089
1610556684,37089
1610556685,37089
1610556686,37089
1610556687,37089
1610556688,37089
1610556689,37089
1610556690,37089
1610556691,37089
1610556692,37089
1610556693,37089
1610556694,37089
1610556695,37089
1610556696,37089
1610556697,37089
1610556698,37089
1610556699,37089
1610556700,37089
1610556701,37089
1610556702,37089
1610556703,37089
1610556704,37089
1610556705,37089
1610556706,37089
1610556707,37089
1610556708,37089
1610556709,37089
1610556710,37089
1610556711,37089
1610556712,37089
1610556713,37089
1610556714,37089
1610556715,37089
1610556716,37089
1610556717,37089
1610556718,37089
1610556719,37089
1610556720,37089
1610556721,37089
1610556722,37089
1610556723,37089
1610556724,37089
1610556725,37089
1610556726,37089
1610556727,37089
1610556728,37089
1610556729,37089
1610556730,37089
1610556731,37089
1610556732,37088
1610556733,37088
1610556734,37083
1610556735,37083
1610556736,37083
1610556737,37083
1610556738,37083
1610556739,37083
1610556740,37083
1610556741,37083
1610556742,37083
1610556743,37083
1610556744,37083
1610556745,37083
1610556746,37083
1610556747,37083
1610556748,37083
1610556749,37083
1610556750,37083
1610556751,37083
1610556752,37083
1610556753,37083
1610556754,37083
1610556755,37083
1610556756,37083
1610556757,37083
1610556758,37083
1610556759,37083
1610556760,37083
1610556761,37083
1610556762,37083
1610556763,37083
1610556764,37083
1610556765,37083
1610556766,37083
1610556767,37083
1610556768,37083
1610556769,37083
1610556770,37083
1610556771,37083
1610556772,37083
1610556773,37083
1610556774,37083
1610556775,37083
1610556776,37083
1610556777,37083
1610556778,37083
1610556779,37083
1610556780,37083
1610556781,37083
1610556782,37083
1610556783,37083
1610556784,37083
1610556785,37083
1610556786,37083
1610556787,37083
1610556788,37083
1610556789,37083
1610556790,37083
1610556791,37083
1610556792,37083
1610556793,37083
1610556794,37083
1610556795,37083
1610556796,37083
1610556797,37083
1610556798,37083
1610556799,37083
1610556800,37083
1610556801,37083
1610556802,37083
1610556803,37083
1610556804,37083
1610556805,37083
1610556806,37083
1610556807,37083
1610556808,37083
1610556809,37083
1610556810,37083
1610556811,37083
1610556812,37083
1610556813,37083
1610556814,37083
1610556815,37083
1610556816,37083
1610556817,37083
1610556818,37083
1610556819,37083
1610556820,37083
1610556821,37083
1610556822,37083
1610556823,37083
1610556824,37083
1610556825,37083
1610556826,37083
1610556827,37083
1610556828,37083
1610556829,37083
1610556830,37083
1610556831,37083
1610556832,37083
1610556833,37083
1610556834,37083
1610556835,37083
1610556836,37083
1610556837,37083
1610556838,37083
1610556839,37083
1610556840,37083
1610556841,37083
1610556842,37083
1610556843,37083
1610556844,37083
1610556845,37083
1610556846,37083
1610556847,37083
1610556848,37083
1610556849,37083
1610556850,37083
1610556851,37083
1610556852,37083
1610556853,37083
1610556854,37078
1610556855,37078
1610556856,37079
1610556857,37079
1610556858,37079
1610556859,37079
1610556860,37079
1610556861,37079
1610556862,37079
1610556863,37079
1610556864,37079
1610556865,37079
1610556866,37079
1610556867,37079
1610556868,37079
1610556869,37079
1610556870,37079
1610556871,37079
1610556872,37079
1610556873,37079
1610556874,37079
1610556875,37079
1610556876,37079
1610556877,37079
1610556878,37079
1610556879,37079
1610556880,37079
1610556881,37079
1610556882,37079
1610556883,37079
1610556884,37079
1610556885,37079
1610556886,37079
1610556887,37079
1610556888,37079
1610556889,37079
1610556890,37079
1610556891,37079
1610556892,37079
1610556893,37079
1610556894,37079
1610556895,37079
1610556896,37079
1610556897,37079
1610556898,37079
1610556899,37079
1610556900,37079
1610556901,37079
1610556902,37079
1610556903,37079
1610556904,37079
1610556905,37079
1610556906,37079
1610556907,37078
1610556908,37078
1610556909,37078
1610556910,37078
1610556911,37078
1610556912,37078
1610556913,37078
1610556914,37073
1610556915,37073
1610556916,37073
1610556917,37073
1610556918,37073
1610556919,37073
1610556920,37073
1610556921,37073
1610556922,37073
1610556923,37073
1610556924,37074
1610556925,37074
1610556926,37074
1610556927,37074
1610556928,37074
1610556929,37074
1610556930,37074
1610556931,37074
1610556932,37074
1610556933,37074
1610556934,37074
1610556935,37074
1610556936,37074
1610556937,37074
1610556938,37074
1610556939,37074
1610556940,37074
1610556941,37074
1610556942,37074
1610556943,37074
1610556944,37074
1610556945,37074
1610556946,37074
1610556947,37074
1610556948,37074
1610556949,37074
1610556950,37074
1610556951,37074
1610556952,37074
1610556953,37074
1610556954,37074
1610556955,37074
1610556956,37073
1610556957,37073
1610556958,37073
1610556959,37073
1610556960,37073
1610556961,37073
1610556962,37073
1610556963,37073
1610556964,37073
1610556965,37073
1610556966,37073
1610556967,37073
1610556968,37073
1610556969,37073
1610556970,37073
1610556971,37073
1610556972,37073
1610556973,37073
1610556974,37073
1610556975,37073
1610556976,37073
1610556977,37073
1610556978,37073
1610556979,37073
1610556980,37073
1610556981,37073
1610556982,37073
1610556983,37073
1610556984,37073
1610556985,37073
1610556986,37073
1610556987,37073
1610556988,37073
1610556989,37073
1610556990,37073
1610556991,37073
1610556992,37073
1610556993,37073
1610556994,37073
1610556995,37073
1610556996,37073
1610556997,37073
1610556998,37073
1610556999,37073
1610557000,37073
1610557001,37073
1610557002,37073
1610557003,37073
1610557004,37073
1610557005,37073
1610557006,37073
1610557007,37073
1610557008,37073
1610557009,37073
1610557010,37073
1610557011,37073
1610557012,37073
1610557013,37073
1610557014,37073
1610557015,37073
1610557016,37073
1610557017,37073
1610557018,37073
1610557019,37073
1610557020,37073
1610557021,37073
1610557022,37073
1610557023,37073
1610557024,37073
1610557025,37073
1610557026,37073
1610557027,37073
1610557028,37073
1610557029,37073
1610557030,37073
1610557031,37073
1610557032,37073
1610557033,37073
1610557034,37068
1610557035,37068
1610557036,37068
1610557037,37068
1610557038,37068
1610557039,37068
1610557040,37068
1610557041,37068
1610557042,37068
1610557043,37068
1610557044,37068
1610557045,37068
1610557046,37068
1610557047,37068
1610557048,37068
1610557049,37068
1610557050,37068
1610557051,37068
1610557052,37068
1610557053,37068
1610557054,37068
1610557055,37068
1610557056,37068
1610557057,37068
1610557058,37068
1610557059,37068
1610557060,37068
1610557061,37068
1610557062,37068
1610557063,37068
1610557064,37068
1610557065,37068
1610557066,37068
1610557067,37068
1610557068,37068
1610557069,37068
1610557070,37068
1610557071,37068
1610557072,37068
1610557073,37068
1610557074,37068
1610557075,37068
1610557076,37068
1610557077,37068
1610557078,37068
1610557079,37068
1610557080,37068
1610557081,37068
1610557082,37068
1610557083,37068
1610557084,37068
1610557085,37068
1610557086,37068
1610557087,37068
1610557088,37068
1610557089,37068
1610557090,37068
1610557091,37068
1610557092,37068
1610557093,37068
1610557094,37063
1610557095,37063
1610557096,37063
1610557097,37063
1610557098,37063
1610557099,37063
1610557100,37063
1610557101,37063
1610557102,37063
1610557103,37063
1610557104,37063
1610557105,37063
1610557106,37063
1610557107,37063
1610557108,37063
1610557109,37063
1610557110,37063
1610557111,37063
1610557112,37063
1610557113,37063
1610557114,37063
1610557115,37063
1610557116,37063
1610557117,37063
1610557118,37063
1610557119,37063
1610557120,37063
1610557121,37063
1610557122,37063
1610557123,37063
1610557124,37063
1610557125,37063
1610557126,37063
1610557127,37063
1610557128,37063
1610557129,37063
1610557130,37063
1610557131,37063
1610557132,37063
1610557133,37063
1610557134,37063
1610557135,37063
1610557136,37063
1610557137,37063
1610557138,37063
1610557139,37063
1610557140,37063
1610557141,37063
1610557142,37064
1610557143,37064
1610557144,37064
1610557145,37064
1610557146,37064
1610557147,37064
1610557148,37064
1610557149,37064
1610557150,37064
1610557151,37064
1610557152,37064
1610557153,37064
1610557154,37059
1610557155,37059
1610557156,37059
1610557157,37059
1610557158,37059
1610557159,37059
1610557160,37059
1610557161,37059
1610557162,37059
1610557163,37059
1610557164,37059
1610557165,37059
1610557166,37059
1610557167,37059
1610557168,37059
1610557169,37059
1610557170,37059
1610557171,37059
1610557172,37059
1610557173,37058
1610557174,37058
1610557175,37058
1610557176,37058
1610557177,37058
1610557178,37058
1610557179,37058
1610557180,37058
1610557181,37058
1610557182,37058
1610557183,37058
1610557184,37058
1610557185,37058
1610557186,37058
1610557187,37058
1610557188,37058
1610557189,37058
1610557190,37058
1610557191,37058
1610557192,37058
1610557193,37058
1610557194,37058
1610557195,37058
1610557196,37058
1610557197,37058
1610557198,37058
1610557199,37058
1610557200,37058
1610557201,37059
1610557202,37059
1610557203,37059
1610557204,37059
1610557205,37059
1610557206,37059
1610557207,37059
1610557208,37059
1610557209,37059
1610557210,37059
1610557211,37059
1610557212,37059
1610557213,37059
1610557214,37054
1610557215,37054
1610557216,37054
1610557217,37054
1610557218,37054
1610557219,37054
1610557220,37054
1610557221,37054
1610557222,37054
1610557223,37054
1610557224,37054
1610557225,37054
1610557226,37054
1610557227,37054
1610557228,37054
1610557229,37054
1610557230,37054
1610557231,37054
1610557232,37054
1610557233,37054
1610557234,37054
1610557235,37054
1610557236,37053
1610557237,37053
1610557238,37053
1610557239,37053
1610557240,37053
1610557241,37053
1610557242,37053
1610557243,37053
1610557244,37053
1610557245,37054
1610557246,37054
1610557247,37054
1610557248,37054
1610557249,37054
1610557250,37054
1610557251,37054
1610557252,37054
1610557253,37054
1610557254,37054
1610557255,37054
1610557256,37054
1610557257,37054
1610557258,37054
1610557259,37054
1610557260,37054
1610557261,37054
1610557262,37054
1610557263,37054
1610557264,37054
1610557265,37054
1610557266,37054
1610557267,37054
1610557268,37054
1610557269,37054
1610557270,37054
1610557271,37054
1610557272,37054
1610557273,37054
1610557274,37049
1610557275,37049
1610557276,37049
1610557277,37049
1610557278,37049
1610557279,37049
1610557280,37049
1610557281,37049
1610557282,37049
1610557283,37049
1610557284,37049
1610557285,37049
1610557286,37049
1610557287,37049
1610557288,37049
1610557289,37049
1610557290,37048
1610557291,37048
1610557292,37048
1610557293,37048
1610557294,37048
1610557295,37048
1610557296,37048
1610557297,37048
1610557298,37048
1610557299,37048
1610557300,37048
1610557301,37048
1610557302,37048
1610557303,37048
1610557304,37048
1610557305,37048
1610557306,37048
1610557307,37048
1610557308,37048
1610557309,37048
1610557310,37048
1610557311,37048
1610557312,37048
1610557313,37048
1610557314,37048
1610557315,37048
1610557316,37048
1610557317,37048
1610557318,37048
1610557319,37048
1610557320,37048
1610557321,37048
1610557322,37048
1610557323,37048
1610557324,37048
1610557325,37048
1610557326,37048
1610557327,37048
1610557328,37048
1610557329,37048
1610557330,37048
1610557331,37048
1610557332,37048
1610557333,37048
1610557334,37043
1610557335,37043
1610557336,37043
1610557337,37043
1610557338,37043
1610557339,37043
1610557340,37043
1610557341,37043
1610557342,37043
1610557343,37043
1610557344,37043
1610557345,37043
1610557346,37043
1610557347,37043
1610557348,37043
1610557349,37043
1610557350,37043
1610557351,37043
1610557352,37043
1610557353,37043
1610557354,37043
1610557355,37043
1610557356,37043
1610557357,37043
1610557358,37043
1610557359,37043
1610557360,37043
1610557361,37043
1610557362,37043
1610557363,37043
1610557364,37043
1610557365,37043
1610557366,37043
1610557367,37043
1610557368,37043
1610557369,37043
1610557370,37043
1610557371,37043
1610557372,37043
1610557373,37043
1610557374,37043
1610557375,37043
1610557376,37043
1610557377,37043
1610557378,37043
1610557379,37043
1610557380,37043
1610557381,37044
1610557382,37044
1610557383,37044
1610557384,37044
1610557385,37044
1610557386,37044
1610557387,37044
1610557388,37044
1610557389,37044
1610557390,37044
1610557391,37044
1610557392,37044
1610557393,37044
1610557394,37034
1610557395,37034
1610557396,37034
1610557397,37034
1610557398,37034
1610557399,37034
1610557400,37034
1610557401,37034
1610557402,37034
1610557403,37034
1610557404,37034
1610557405,37034
1610557406,37034
1610557407,37034
1610557408,37034
1610557409,37034
1610557410,37034
1610557411,37034
1610557412,37033
1610557413,37033
1610557414,37033
1610557415,37033
1610557416,37033
1610557417,37033
1610557418,37033
1610557419,37033
1610557420,37033
1610557421,37033
1610557422,37033
1610557423,37033
1610557424,37033
1610557425,37033
1610557426,37033
1610557427,37033
1610557428,37033
1610557429,37033
1610557430,37033
1610557431,37033
1610557432,37033
1610557433,37033
1610557434,37033
1610557435,37033
1610557436,37033
1610557437,37033
1610557438,37033
1610557439,37033
1610557440,37033
1610557441,37033
1610557442,37033
1610557443,37033
1610557444,37033
1610557445,37033
1610557446,37033
1610557447,37033
1610557448,37033
1610557449,37033
1610557450,37033
1610557451,37033
1610557452,37033
1610557453,37033
1610557454,37028
1610557455,37028
1610557456,37028
1610557457,37028
1610557458,37028
1610557459,37028
1610557460,37028
1610557461,37028
1610557462,37028
1610557463,37028
1610557464,37028
1610557465,37028
1610557466,37028
1610557467,37028
1610557468,37028
1610557469,37028
1610557470,37028
1610557471,37028
1610557472,37028
1610557473,37028
1610557474,37028
1610557475,37028
1610557476,37028
1610557477,37028
1610557478,37028
1610557479,37028
1610557480,37028
1610557481,37028
1610557482,37028
1610557483,37028
1610557484,37028
1610557485,37028
1610557486,37029
1610557487,37029
1610557488,37029
1610557489,37029
1610557490,37029
1610557491,37029
1610557492,37029
1610557493,37029
1610557494,37029
1610557495,37029
1610557496,37029
1610557497,37029
1610557498,37029
1610557499,37029
1610557500,37029
1610557501,37029
1610557502,37029
1610557503,37029
1610557504,37029
1610557505,37029
1610557506,37029
1610557507,37029
1610557508,37029
1610557509,37029
1610557510,37029
1610557511,37029
1610557512,37029
1610557513,37029
1610557514,37019
1610557515,37019
1610557516,37019
1610557517,37018
1610557518,37018
1610557519,37018
1610557520,37018
1610557521,37018
1610557522,37018
1610557523,37018
1610557524,37018
1610557525,37018
1610557526,37018
1610557527,37018
1610557528,37018
1610557529,37018
1610557530,37018
1610557531,37018
1610557532,37018
1610557533,37018
1610557534,37018
1610557535,37018
1610557536,37018
1610557537,37018
1610557538,37018
1610557539,37018
1610557540,37018
1610557541,37018
1610557542,37018
1610557543,37018
1610557544,37018
1610557545,37018
1610557546,37018
1610557547,37018
1610557548,37018
1610557549,37018
1610557550,37018
1610557551,37018
1610557552,37018
1610557553,37018
1610557554,37018
1610557555,37018
1610557556,37018
1610557557,37018
1610557558,37018
1610557559,37018
1610557560,37018
1610557561,37018
1610557562,37018
1610557563,37018
1610557564,37018
1610557565,37018
1610557566,37018
1610557567,37018
1610557568,37018
1610557569,37018
1610557570,37018
1610557571,37018
1610557572,37018
1610557573,37018
1610557574,37013
1610557575,37013
1610557576,37013
1610557577,37013
1610557578,37013
1610557579,37013
1610557580,37013
1610557581,37013
1610557582,37013
1610557583,37013
1610557584,37013
1610557585,37013
1610557586,37013
1610557587,37013
1610557588,37013
1610557589,37013
1610557590,37013
1610557591,37013
1610557592,37013
1610557593,37013
1610557594,37013
1610557595,37013
1610557596,37013
1610557597,37013
1610557598,37013
1610557599,37013
1610557600,37013
1610557601,37013
1610557602,37013
1610557603,37013
1610557604,37013
1610557605,37013
1610557606,37013
1610557607,37013
1610557608,37013
1610557609,37013
1610557610,37013
1610557611,37013
1610557612,37013
1610557613,37013
1610557614,37013
1610557615,37013
1610557616,37013
1610557617,37013
1610557618,37013
1610557619,37013
1610557620,37013
1610557621,37013
1610557622,37013
1610557623,37013
1610557624,37013
1610557625,37013
1610557626,37013
1610557627,37013
1610557628,37013
1610557629,37013
1610557630,37013
1610557631,37014
1610557632,37014
1610557633,37014
1610557634,37004
1610557635,37004
1610557636,37004
1610557637,37004
1610557638,37004
1610557639,37004
1610557640,37004
1610557641,37004
1610557642,37004
1610557643,37004
1610557644,37004
1610557645,37004
1610557646,37004
1610557647,37004
1610557648,37004
1610557649,37004
1610557650,37004
1610557651,37004
1610557652,37004
1610557653,37004
1610557654,37004
1610557655,37004
1610557656,37004
1610557657,37004
1610557658,37004
1610557659,37004
1610557660,37004
1610557661,37004
1610557662,37004
1610557663,37003
1610557664,37003
1610557665,37003
1610557666,37003
1610557667,37003
1610557668,37003
1610557669,37003
1610557670,37003
1610557671,37003
1610557672,37003
1610557673,37003
1610557674,37003
1610557675,37003
1610557676,37003
1610557677,37003
1610557678,37003
1610557679,37003
1610557680,37003
1610557681,37003
1610557682,37003
1610557683,37003
1610557684,37003
1610557685,37003
1610557686,37003
1610557687,37003
1610557688,37003
1610557689,37003
1610557690,37003
1610557691,37003
1610557692,37003
1610557693,37003
1610557694,36998
1610557695,36999
1610557696,36999
1610557697,36999
1610557698,36999
1610557699,36999
1610557700,36999
1610557701,36999
1610557702,36999
1610557703,36999
1610557704,36999
1610557705,36999
1610557706,36999
1610557707,36999
1610557708,36999
1610557709,36999
1610557710,36999
1610557711,36999
1610557712,36999
1610557713,36999
1610557714,36999
1610557715,36999
1610557716,36999
1610557717,36999
1610557718,36999
1610557719,36999
1610557720,36999
1610557721,36999
1610557722,36999
1610557723,36999
1610557724,36999
1610557725,36999
1610557726,36999
1610557727,36999
1610557728,36999
1610557729,36999
1610557730,36999
1610557731,36999
1610557732,36999
1610557733,36999
1610557734,36999
1610557735,36999
1610557736,36999
1610557737,36999
1610557738,36999
1610557739,36999
1610557740,36999
1610557741,36999
1610557742,36999
1610557743,36999
1610557744,36999
1610557745,36999
1610557746,36999
1610557747,36999
1610557748,36999
1610557749,36999
1610557750,36999
1610557751,36999
1610557752,36999
1610557753,36999
1610557754,36984
1610557755,36984
1610557756,36984
1610557757,36984
1610557758,36984
1610557759,36984
1610557760,36984
1610557761,36984
1610557762,36984
1610557763,36984
1610557764,36984
1610557765,36984
1610557766,36984
1610557767,36984
1610557768,36984
1610557769,36983
1610557770,36983
1610557771,36983
1610557772,36983
1610557773,36983
1610557774,36983
1610557775,36983
1610557776,36984
1610557777,36984
1610557778,36984
1610557779,36984
1610557780,36984
1610557781,36984
1610557782,36984
1610557783,36984
1610557784,36984
1610557785,36984
1610557786,36984
1610557787,36984
1610557788,36984
1610557789,36984
1610557790,36984
1610557791,36984
1610557792,36984
1610557793,36984
1610557794,36984
1610557795,36984
1610557796,36984
1610557797,36984
1610557798,36984
1610557799,36984
1610557800,36984
1610557801,36984
1610557802,36984
1610557803,36984
1610557804,36984
1610557805,36984
1610557806,36984
1610557807,36984
1610557808,36984
1610557809,36984
1610557810,36984
1610557811,36984
1610557812,36984
1610557813,36984
1610557814,36979
1610557815,36979
1610557816,36979
1610557817,36979
1610557818,36979
1610557819,36979
1610557820,36979
1610557821,36979
1610557822,36979
1610557823,36979
1610557824,36979
1610557825,36979
1610557826,36979
1610557827,36979
1610557828,36979
1610557829,36979
1610557830,36979
1610557831,36979
1610557832,36979
1610557833,36979
1610557834,36979
1610557835,36979
1610557836,36979
1610557837,36979
1610557838,36979
1610557839,36979
1610557840,36979
1610557841,36979
1610557842,36979
1610557843,36979
1610557844,36979
1610557845,36979
1610557846,36979
1610557847,36979
1610557848,36979
1610557849,36978
1610557850,36978
1610557851,36978
1610557852,36978
1610557853,36978
1610557854,36978
1610557855,36978
1610557856,36978
1610557857,36978
1610557858,36978
1610557859,36978
1610557860,36978
1610557861,36978
1610557862,36978
1610557863,36978
1610557864,36978
1610557865,36978
1610557866,36978
1610557867,36978
1610557868,36978
1610557869,36978
1610557870,36978
1610557871,36978
1610557872,36978
1610557873,36978
1610557874,36968
1610557875,36968
1610557876,36968
1610557877,36968
1610557878,36968
1610557879,36968
1610557880,36968
1610557881,36968
1610557882,36968
1610557883,36968
1610557884,36968
1610557885,36968
1610557886,36968
1610557887,36968
1610557888,36968
1610557889,36968
1610557890,36968
1610557891,36968
1610557892,36968
1610557893,36968
1610557894,36969
1610557895,36969
1610557896,36969
1610557897,36969
1610557898,36969
1610557899,36969
1610557900,36969
1610557901,36969
1610557902,36969
1610557903,36969
1610557904,36969
1610557905,36969
1610557906,36969
1610557907,36969
1610557908,36969
1610557909,36969
1610557910,36969
1610557911,36969
1610557912,36969
1610557913,36969
1610557914,36969
1610557915,36969
1610557916,36969
1610557917,36969
1610557918,36969
1610557919,36969
1610557920,36969
1610557921,36969
1610557922,36969
1610557923,36969
1610557924,36969
1610557925,36969
1610557926,36969
1610557927,36969
1610557928,36969
1610557929,36969
1610557930,36969
1610557931,36969
1610557932,36969
1610557933,36969
1610557934,36964
1610557935,36964
1610557936,36964
1610557937,36964
1610557938,36964
1610557939,36964
1610557940,36964
1610557941,36964
1610557942,36964
1610557943,36964
1610557944,36964
1610557945,36964
1610557946,36964
1610557947,36964
1610557948,36964
1610557949,36964
1610557950,36964
1610557951,36964
1610557952,36964
1610557953,36964
1610557954,36964
1610557955,36964
1610557956,36964
1610557957,36964
1610557958,36964
1610557959,36964
1610557960,36964
1610557961,36964
1610557962,36964
1610557963,36964
1610557964,36964
1610557965,36964
1610557966,36964
1610557967,36964
1610557968,36963
1610557969,36963
1610557970,36963
1610557971,36963
1610557972,36963
1610557973,36963
1610557974,36963
1610557975,36963
1610557976,36963
1610557977,36963
1610557978,36963
1610557979,36963
1610557980,36963
1610557981,36963
1610557982,36963
1610557983,36963
1610557984,36963
1610557985,36963
1610557986,36963
1610557987,36963
1610557988,36963
1610557989,36963
1610557990,36963
1610557991,36963
1610557992,36963
1610557993,36963
1610557994,36958
1610557995,36958
1610557996,36958
1610557997,36958
1610557998,36958
1610557999,36958
1610558000,36958
1610558001,36958
1610558002,36958
1610558003,36959
1610558004,36959
1610558005,36959
1610558006,36959
1610558007,36959
1610558008,36959
1610558009,36959
1610558010,36959
1610558011,36959
1610558012,36959
1610558013,36959
1610558014,36959
1610558015,36959
1610558016,36959
1610558017,36959
1610558018,36959
1610558019,36959
1610558020,36959
1610558021,36959
1610558022,36959
1610558023,36959
1610558024,36959
1610558025,36959
1610558026,36959
1610558027,36959
1610558028,36959
1610558029,36959
1610558030,36959
1610558031,36959
1610558032,36959
1610558033,36959
1610558034,36959
1610558035,36959
1610558036,36959
1610558037,36959
1610558038,36959
1610558039,36959
1610558040,36959
1610558041,36959
1610558042,36959
